city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
0.939,Female,1,0,Graduate,STEM,20,1,94,0
0.64,Male,1,0,Graduate,STEM,9,5,30,0
0.895,Female,1,0,Graduate,STEM,12,1,94,0
0.92,Female,1,0,Graduate,Arts,15,2,50,0
0.91,Male,1,0,Masters,STEM,3,2,46,0
0.698,Female,0,0,Graduate,STEM,2,1,48,0
0.738,Male,1,1,Graduate,STEM,3,0,40,0
0.92,Female,1,0,Masters,STEM,20,2,12,0
0.91,Female,0,0,Graduate,STEM,5,1,100,0
0.899,Male,0,1,Graduate,STEM,2,0,28,0
0.624,Female,1,1,Masters,STEM,0,1,29,1
0.698,Male,0,0,Masters,STEM,11,0,18,0
0.698,Female,1,1,Graduate,STEM,9,1,95,1
0.924,Male,0,1,Graduate,STEM,4,1,96,1
0.624,Male,1,0,Graduate,STEM,11,1,4,0
0.558,Male,0,1,Graduate,Other,0,2,304,1
0.92,Male,1,0,Graduate,STEM,2,1,69,1
0.923,Female,0,0,Masters,STEM,7,1,10,0
0.91,Female,0,0,Graduate,Humanities,0,1,59,0
0.92,Female,0,1,Masters,Humanities,7,1,35,1
0.624,Male,0,0,Graduate,STEM,7,5,84,0
0.91,Female,1,0,Graduate,STEM,11,1,68,1
0.913,Male,1,0,Graduate,STEM,20,5,59,0
0.843,Male,1,1,Graduate,STEM,18,1,50,0
0.923,Male,1,0,Graduate,STEM,5,2,70,1
0.903,Male,1,0,Graduate,STEM,19,3,160,0
0.92,Female,1,0,Graduate,Arts,3,1,90,0
0.624,Female,1,0,Masters,STEM,3,1,6,1
0.556,Female,1,0,Graduate,STEM,10,1,57,1
0.92,Male,1,0,Masters,STEM,20,5,10,0
0.666,Female,0,0,Graduate,STEM,6,0,70,0
0.624,Male,1,0,Masters,STEM,16,4,10,0
0.855,Female,1,0,Masters,Humanities,2,1,57,0
0.624,Male,1,0,Graduate,STEM,3,1,53,1
0.92,Female,1,0,Masters,STEM,8,4,52,0
0.92,Female,1,0,Graduate,STEM,20,5,33,0
0.92,Female,0,0,Graduate,Humanities,2,1,10,0
0.827,Male,1,0,Phd,STEM,20,5,96,0
0.926,Female,0,1,Graduate,STEM,5,1,10,0
0.624,Male,1,0,Graduate,STEM,10,2,14,0
0.92,Male,1,0,Phd,STEM,15,4,108,0
0.92,Female,1,0,Graduate,STEM,17,5,14,0
0.55,Male,1,0,Masters,STEM,14,1,166,1
0.92,Male,1,0,Graduate,STEM,12,2,47,0
0.926,Female,1,0,Graduate,STEM,19,4,70,0
0.89,Female,1,0,Graduate,STEM,16,1,22,0
0.91,Female,1,0,Graduate,STEM,8,1,54,1
0.743,Female,1,0,Graduate,STEM,5,0,24,1
0.926,Male,1,0,Masters,STEM,20,5,22,0
0.92,Female,0,1,Masters,STEM,12,2,155,0
0.804,Female,0,0,Graduate,Humanities,1,1,190,0
0.897,Male,1,0,Masters,STEM,6,1,6,0
0.92,Female,1,0,Graduate,STEM,4,2,64,0
0.788,Female,1,0,Graduate,STEM,20,2,6,0
0.92,Female,0,0,Graduate,Business Degree,3,2,127,0
0.767,Female,1,0,Masters,STEM,11,4,84,0
0.836,Female,0,0,Masters,STEM,6,1,22,0
0.92,Male,1,0,Graduate,STEM,9,1,167,0
0.698,Male,0,0,Graduate,Humanities,3,1,113,0
0.766,Female,0,1,Graduate,Other,3,1,42,1
0.827,Male,1,0,Graduate,STEM,16,5,298,0
0.92,Female,0,0,Graduate,STEM,3,1,214,1
0.92,Male,1,0,Graduate,STEM,20,5,24,0
0.624,Female,1,1,Graduate,STEM,19,1,28,1
0.89,Male,1,1,Graduate,STEM,7,1,37,0
0.92,Male,1,0,Graduate,STEM,19,1,44,0
0.855,Female,0,1,Graduate,STEM,3,2,17,1
0.527,Male,1,0,Graduate,STEM,14,2,114,1
0.893,Male,0,1,Graduate,STEM,11,1,16,0
0.789,Female,0,1,Graduate,STEM,3,0,16,1
0.92,Male,1,0,Graduate,STEM,20,5,18,0
0.92,Male,1,0,Graduate,STEM,20,5,222,0
0.763,Male,1,0,Masters,STEM,9,2,50,0
0.624,Male,1,1,Graduate,STEM,4,1,43,1
0.579,Male,1,0,Masters,STEM,3,3,60,0
0.926,Male,1,0,Graduate,Humanities,20,5,14,0
0.92,Male,1,0,Graduate,STEM,20,1,36,0
0.91,Female,1,0,Graduate,STEM,7,1,22,0
0.939,Female,1,0,Masters,STEM,7,5,77,1
0.92,Male,0,0,Graduate,STEM,15,5,156,0
0.776,Female,0,1,Graduate,STEM,4,1,111,0
0.91,Male,1,0,Graduate,STEM,10,1,26,0
0.91,Male,1,0,Graduate,STEM,11,5,17,0
0.762,Male,1,0,Graduate,STEM,7,5,113,0
0.926,Male,0,0,Masters,STEM,8,3,18,0
0.92,Female,1,1,Graduate,STEM,19,5,48,1
0.91,Female,0,0,Graduate,STEM,14,0,80,1
0.855,Female,1,1,Graduate,STEM,10,1,218,1
0.897,Male,1,0,Masters,STEM,6,1,10,0
0.92,Male,1,0,Graduate,Humanities,6,1,45,0
0.766,Female,1,0,Graduate,STEM,6,4,8,0
0.92,Female,1,0,Graduate,STEM,20,5,72,0
0.92,Female,1,0,Graduate,Humanities,20,1,84,0
0.789,Female,0,1,Phd,STEM,19,5,7,0
0.926,Male,1,0,Graduate,STEM,20,2,32,0
0.754,Male,1,1,Graduate,STEM,6,3,18,1
0.92,Male,1,1,Graduate,STEM,5,1,66,0
0.698,Male,0,1,Graduate,Business Degree,1,0,74,0
0.926,Female,1,0,Graduate,STEM,17,5,131,0
0.92,Female,0,0,Graduate,STEM,20,2,5,0
0.92,Male,1,0,Graduate,STEM,20,4,40,0
0.666,Male,1,1,Graduate,STEM,8,1,85,0
0.624,Male,0,0,Masters,STEM,2,0,58,1
0.855,Female,0,0,Masters,Humanities,2,0,111,0
0.92,Female,1,0,Graduate,STEM,20,1,91,0
0.624,Male,1,0,Graduate,STEM,3,2,78,1
0.866,Male,1,0,Masters,STEM,15,0,17,0
0.939,Female,1,1,Graduate,STEM,15,1,44,0
0.739,Male,1,1,Graduate,STEM,4,0,69,0
0.698,Male,1,0,Graduate,STEM,8,1,66,0
0.579,Male,1,0,Graduate,STEM,7,1,74,1
0.926,Female,0,1,Masters,STEM,4,3,39,0
0.92,Female,0,0,Phd,Humanities,7,2,43,1
0.92,Female,0,1,Graduate,STEM,6,1,57,0
0.92,Female,0,0,Masters,STEM,20,0,72,0
0.939,Male,0,0,Graduate,STEM,15,5,114,0
0.92,Male,1,0,Graduate,STEM,20,5,60,0
0.698,Male,1,0,Graduate,STEM,20,1,7,0
0.92,Female,1,0,Masters,Humanities,20,4,15,0
0.92,Female,1,0,Graduate,STEM,20,5,42,0
0.55,Female,0,1,Graduate,STEM,4,0,25,0
0.767,Male,1,1,Graduate,STEM,5,1,43,0
0.624,Female,1,0,Graduate,STEM,12,2,45,0
0.804,Male,1,0,Masters,STEM,19,1,74,0
0.742,Male,1,0,Graduate,STEM,12,1,30,0
0.624,Male,0,0,Graduate,STEM,5,1,38,0
0.579,Female,1,0,Graduate,STEM,1,1,47,0
0.92,Female,1,0,Graduate,STEM,1,0,9,0
0.897,Male,0,1,Masters,STEM,4,1,11,0
0.92,Male,0,0,Graduate,Humanities,3,2,72,1
0.624,Female,1,0,Graduate,STEM,12,2,94,1
0.855,Female,0,1,Graduate,STEM,3,1,21,0
0.682,Male,0,1,Graduate,STEM,20,5,35,0
0.624,Male,1,0,Masters,STEM,14,1,224,0
0.92,Female,1,0,Graduate,STEM,20,5,81,0
0.92,Male,0,1,Graduate,Other,6,3,55,0
0.92,Male,1,0,Graduate,STEM,20,4,218,0
0.624,Female,1,1,Masters,STEM,9,0,218,1
0.915,Female,1,0,Phd,STEM,20,5,4,0
0.92,Female,1,0,Masters,STEM,11,2,24,0
0.926,Female,0,1,Graduate,STEM,3,1,200,0
0.624,Male,1,0,Graduate,STEM,3,2,154,1
0.92,Female,0,0,Graduate,Arts,16,5,35,1
0.91,Female,1,1,Graduate,STEM,5,1,114,0
0.866,Male,1,0,Graduate,STEM,11,1,37,0
0.92,Male,1,0,Masters,STEM,16,5,42,0
0.92,Female,1,0,Graduate,STEM,3,0,28,0
0.92,Female,1,0,Graduate,STEM,5,1,62,0
0.92,Male,1,0,Masters,STEM,20,5,40,0
0.92,Male,1,0,Graduate,STEM,4,1,24,0
0.926,Male,1,0,Phd,STEM,20,5,58,0
0.91,Male,1,0,Graduate,STEM,1,0,58,0
0.624,Female,1,0,Graduate,Business Degree,7,5,79,1
0.897,Male,1,0,Masters,STEM,9,2,52,0
0.926,Female,1,0,Masters,Humanities,18,5,78,0
0.92,Female,1,0,Graduate,Humanities,20,2,55,1
0.92,Male,0,0,Graduate,STEM,15,3,286,0
0.926,Male,0,1,Masters,STEM,14,1,8,0
0.92,Female,1,0,Graduate,Other,0,5,86,1
0.926,Male,1,0,Graduate,STEM,5,0,106,0
0.899,Male,1,0,Graduate,STEM,20,5,15,0
0.527,Male,1,0,Graduate,STEM,6,0,17,1
0.624,Male,1,0,Graduate,STEM,3,1,47,0
0.855,Female,0,0,Masters,STEM,20,5,35,0
0.92,Female,1,0,Graduate,STEM,15,1,51,0
0.92,Male,0,1,Graduate,STEM,0,1,38,1
0.926,Female,1,0,Graduate,STEM,15,1,53,1
0.92,Female,1,0,Masters,STEM,10,1,16,0
0.91,Female,1,1,Graduate,Arts,12,1,6,0
0.624,Male,1,0,Graduate,STEM,1,1,158,1
0.92,Male,0,0,Graduate,STEM,15,5,32,0
0.92,Female,1,0,Graduate,Arts,17,2,41,0
0.92,Male,0,0,Masters,Humanities,8,1,100,0
0.913,Male,0,1,Graduate,STEM,2,2,84,0
0.92,Male,0,0,Phd,STEM,5,1,61,0
0.767,Female,0,0,Masters,STEM,3,1,26,0
0.92,Female,1,0,Graduate,STEM,10,1,144,0
0.92,Female,1,0,Graduate,STEM,9,1,17,0
0.92,Male,1,0,Graduate,STEM,15,5,37,0
0.92,Male,0,0,Masters,STEM,18,5,43,1
0.516,Female,0,0,Graduate,STEM,3,1,46,1
0.91,Male,1,0,Graduate,STEM,8,3,83,0
0.92,Female,1,0,Masters,STEM,20,5,82,1
0.897,Female,0,1,Graduate,STEM,4,1,47,0
0.91,Female,1,0,Graduate,STEM,9,1,8,0
0.666,Male,1,1,Graduate,STEM,9,1,19,1
0.754,Male,1,0,Masters,STEM,20,1,92,0
0.91,Male,1,1,Graduate,STEM,5,4,52,0
0.92,Female,1,0,Masters,STEM,20,5,127,0
0.624,Male,1,0,Graduate,STEM,20,1,22,1
0.92,Female,0,0,Graduate,Humanities,20,5,4,0
0.804,Male,1,0,Graduate,STEM,8,1,34,0
0.92,Female,0,0,Masters,Humanities,8,4,19,1
0.92,Female,0,1,Graduate,STEM,9,1,12,0
0.92,Female,1,0,Masters,STEM,20,5,60,0
0.624,Female,1,0,Masters,STEM,0,0,39,0
0.92,Male,1,0,Masters,STEM,13,2,70,0
0.794,Female,1,0,Masters,Humanities,6,1,182,0
0.624,Female,1,0,Graduate,STEM,9,5,36,1
0.698,Female,0,0,Masters,STEM,7,1,98,1
0.923,Female,0,1,Graduate,STEM,4,1,206,0
0.625,Male,1,0,Masters,STEM,14,0,188,0
0.924,Female,1,0,Graduate,Humanities,11,4,26,0
0.896,Male,1,0,Graduate,STEM,11,5,282,0
0.743,Male,1,0,Graduate,STEM,6,2,180,0
0.91,Female,1,0,Graduate,Humanities,2,1,147,0
0.74,Female,0,0,Graduate,STEM,6,1,40,0
0.92,Male,1,0,Graduate,STEM,5,1,92,0
0.624,Male,1,0,Graduate,STEM,19,5,43,0
0.91,Male,1,0,Graduate,STEM,11,2,24,1
0.624,Female,0,1,Graduate,STEM,3,1,90,1
0.698,Female,0,1,Graduate,STEM,2,0,42,0
0.92,Male,1,1,Masters,STEM,11,2,34,0
0.92,Male,1,0,Graduate,STEM,20,1,30,0
0.91,Female,0,0,Graduate,STEM,9,1,28,1
0.855,Female,1,0,Masters,STEM,10,1,42,0
0.924,Female,0,1,Graduate,STEM,19,4,81,0
0.836,Female,1,0,Graduate,STEM,9,5,6,0
0.921,Male,1,0,Graduate,STEM,7,5,200,0
0.939,Female,1,0,Graduate,STEM,14,1,25,0
0.913,Male,1,0,Phd,STEM,15,5,76,0
0.89,Male,1,0,Graduate,STEM,11,4,38,0
0.884,Female,1,1,Graduate,STEM,20,5,99,0
0.682,Female,1,1,Graduate,STEM,3,2,101,1
0.795,Male,1,0,Graduate,STEM,11,2,28,1
0.926,Male,1,1,Graduate,STEM,15,1,111,0
0.884,Male,0,1,Graduate,STEM,3,0,11,1
0.92,Male,1,0,Graduate,STEM,20,4,6,0
0.913,Male,1,0,Masters,STEM,9,1,17,0
0.923,Female,1,0,Phd,STEM,11,1,54,0
0.92,Female,1,1,Graduate,STEM,8,1,43,0
0.92,Female,1,0,Graduate,STEM,20,5,36,0
0.92,Male,0,0,Graduate,STEM,15,2,19,0
0.926,Male,0,0,Masters,STEM,16,4,72,0
0.624,Male,1,0,Graduate,STEM,6,1,116,0
0.624,Male,1,0,Graduate,STEM,8,1,112,1
0.923,Female,1,0,Graduate,Other,10,5,160,1
0.913,Female,0,0,Graduate,Other,3,5,99,1
0.92,Male,1,0,Masters,STEM,15,2,53,0
0.896,Female,1,1,Graduate,STEM,4,1,23,0
0.804,Female,1,1,Graduate,STEM,2,1,95,1
0.897,Female,1,0,Graduate,Arts,4,1,132,0
0.855,Female,0,0,Masters,STEM,13,5,51,0
0.624,Male,1,0,Graduate,STEM,4,1,48,1
0.91,Male,1,0,Masters,STEM,20,1,14,0
0.624,Male,0,1,Graduate,STEM,4,1,16,1
0.92,Female,1,0,Masters,STEM,7,1,146,0
0.92,Female,0,1,Masters,STEM,20,4,46,1
0.74,Male,1,0,Graduate,STEM,4,2,292,0
0.92,Female,1,0,Graduate,STEM,16,2,7,0
0.804,Male,1,0,Masters,STEM,20,1,13,0
0.91,Male,1,0,Masters,STEM,20,5,30,0
0.91,Female,0,1,Graduate,STEM,3,0,34,1
0.92,Female,0,0,Masters,STEM,10,4,56,0
0.926,Male,1,0,Graduate,STEM,9,3,10,0
0.92,Female,1,0,Graduate,STEM,20,5,130,0
0.926,Male,1,0,Masters,STEM,20,5,74,0
0.897,Male,0,1,Masters,STEM,5,1,46,0
0.91,Female,0,0,Phd,STEM,9,5,60,1
0.92,Male,1,0,Graduate,Other,12,1,121,0
0.743,Male,1,0,Phd,STEM,9,0,10,0
0.92,Male,1,0,Graduate,STEM,20,5,65,1
0.91,Male,1,0,Graduate,STEM,20,5,84,0
0.804,Female,1,0,Masters,STEM,11,5,41,0
0.624,Male,1,0,Graduate,STEM,1,0,67,1
0.92,Male,0,1,Graduate,STEM,3,5,23,0
0.91,Female,0,1,Masters,STEM,2,2,50,0
0.926,Male,0,1,Graduate,STEM,15,5,90,0
0.794,Female,1,1,Graduate,STEM,5,1,65,0
0.624,Female,0,0,Graduate,STEM,2,1,6,1
0.624,Female,0,1,Graduate,STEM,5,1,32,0
0.92,Male,1,0,Graduate,STEM,7,2,2,0
0.92,Female,1,0,Graduate,Humanities,4,1,90,0
0.92,Female,0,0,Graduate,Humanities,16,5,78,1
0.926,Female,1,0,Phd,STEM,20,5,80,0
0.624,Male,0,1,Graduate,STEM,2,0,102,0
0.698,Male,1,0,Masters,STEM,12,1,11,0
0.698,Male,1,0,Graduate,STEM,13,1,308,1
0.92,Female,0,0,Graduate,Humanities,4,2,166,0
0.624,Female,0,0,Graduate,STEM,6,0,31,0
0.92,Male,0,0,Masters,STEM,14,5,108,0
0.89,Female,1,0,Graduate,STEM,10,1,82,0
0.624,Female,0,0,Graduate,STEM,4,1,3,1
0.624,Female,0,1,Graduate,STEM,5,0,15,0
0.899,Male,1,0,Graduate,STEM,0,1,50,0
0.698,Male,1,0,Graduate,STEM,12,2,16,0
0.556,Male,1,1,Masters,STEM,2,1,69,1
0.754,Male,0,0,Graduate,STEM,13,1,18,1
0.92,Male,1,0,Graduate,STEM,13,3,46,1
0.92,Male,1,0,Graduate,STEM,6,2,135,0
0.766,Male,0,1,Graduate,STEM,3,1,210,1
0.762,Female,1,1,Masters,STEM,6,3,41,0
0.91,Female,1,0,Masters,Humanities,4,2,25,0
0.92,Male,1,0,Masters,STEM,13,5,19,1
0.92,Male,1,0,Graduate,STEM,12,1,165,0
0.92,Female,1,0,Phd,STEM,20,5,170,0
0.91,Male,1,0,Graduate,STEM,15,2,9,0
0.925,Female,1,0,Masters,STEM,7,1,20,0
0.91,Female,1,0,Graduate,Humanities,2,0,57,0
0.754,Male,0,1,Masters,STEM,10,2,41,0
0.92,Female,0,1,Graduate,STEM,5,1,24,0
0.855,Female,1,1,Graduate,STEM,7,1,41,0
0.897,Male,0,0,Masters,STEM,10,1,60,1
0.624,Female,1,0,Graduate,STEM,7,1,58,0
0.55,Male,0,1,Graduate,STEM,3,1,322,0
0.926,Male,0,0,Masters,STEM,20,5,15,0
0.913,Male,1,0,Graduate,STEM,9,1,33,0
0.698,Male,1,0,Graduate,STEM,7,1,82,1
0.92,Female,0,1,Graduate,STEM,3,1,39,1
0.92,Female,1,0,Graduate,STEM,20,5,55,1
0.92,Female,1,0,Graduate,STEM,20,5,57,0
0.91,Female,1,0,Graduate,STEM,12,3,10,0
0.91,Female,1,0,Graduate,STEM,10,1,12,0
0.92,Male,1,0,Masters,STEM,20,4,35,0
0.91,Male,0,0,Graduate,Other,7,2,18,0
0.92,Female,0,0,Graduate,STEM,3,1,77,1
0.92,Male,1,0,Graduate,STEM,7,5,35,0
0.92,Male,1,1,Graduate,STEM,7,1,87,1
0.92,Male,1,0,Graduate,STEM,8,1,10,0
0.91,Male,1,0,Graduate,STEM,8,1,12,0
0.903,Male,1,0,Graduate,STEM,7,1,69,0
0.92,Male,1,0,Graduate,STEM,10,5,2,0
0.624,Female,0,1,Graduate,STEM,4,0,102,1
0.92,Female,0,0,Graduate,STEM,2,1,28,0
0.91,Female,1,0,Graduate,STEM,20,1,4,1
0.923,Female,1,0,Graduate,STEM,20,2,56,1
0.92,Male,1,0,Graduate,STEM,20,5,61,0
0.92,Male,1,0,Graduate,STEM,20,4,18,0
0.847,Male,1,0,Masters,STEM,3,0,39,0
0.89,Male,1,0,Graduate,STEM,20,2,6,1
0.789,Female,0,0,Graduate,STEM,17,5,40,0
0.92,Male,1,0,Graduate,STEM,10,4,50,0
0.624,Female,1,0,Graduate,STEM,4,3,64,0
0.804,Female,1,0,Phd,STEM,17,2,91,0
0.91,Male,1,0,Masters,Humanities,3,3,61,0
0.92,Male,1,0,Masters,Business Degree,20,1,150,1
0.91,Female,0,1,Graduate,STEM,2,2,122,0
0.92,Male,1,0,Graduate,Humanities,17,1,23,0
0.92,Female,0,0,Graduate,STEM,1,0,27,0
0.804,Male,1,0,Masters,STEM,4,4,148,0
0.624,Male,1,0,Graduate,STEM,9,5,24,1
0.897,Male,1,0,Masters,STEM,14,1,83,0
0.92,Female,1,0,Graduate,STEM,14,2,64,0
0.74,Male,0,1,Graduate,STEM,5,1,326,0
0.92,Female,1,0,Graduate,STEM,3,1,42,0
0.925,Male,0,1,Graduate,STEM,3,2,13,0
0.939,Female,0,1,Graduate,STEM,9,0,9,1
0.92,Female,1,0,Graduate,STEM,3,1,134,0
0.92,Female,1,0,Graduate,STEM,20,5,17,0
0.624,Male,0,1,Graduate,STEM,4,0,34,1
0.939,Female,1,0,Graduate,Other,9,1,51,0
0.843,Female,1,0,Graduate,STEM,13,4,44,1
0.624,Male,1,0,Masters,STEM,15,3,77,1
0.92,Male,1,0,Graduate,STEM,15,5,40,0
0.92,Male,1,0,Masters,STEM,20,1,67,0
0.92,Female,1,0,Masters,STEM,2,2,72,0
0.92,Male,1,0,Graduate,Other,19,5,53,0
0.923,Female,1,0,Masters,STEM,12,1,81,0
0.884,Female,1,0,Graduate,STEM,4,1,312,0
0.766,Female,0,1,Graduate,STEM,8,0,56,0
0.92,Male,1,1,Graduate,STEM,20,1,40,0
0.92,Male,1,0,Graduate,STEM,9,2,66,0
0.92,Female,1,0,Graduate,Business Degree,2,1,7,0
0.924,Male,0,0,Graduate,Arts,14,4,56,0
0.92,Female,1,0,Graduate,STEM,10,5,29,0
0.92,Male,1,0,Masters,Humanities,5,4,168,1
0.776,Female,0,0,Masters,STEM,1,1,49,1
0.92,Female,1,0,Graduate,STEM,4,1,11,0
0.92,Female,1,1,Graduate,STEM,8,2,23,1
0.897,Male,1,0,Masters,STEM,8,1,6,0
0.92,Female,1,0,Graduate,Humanities,0,1,42,1
0.92,Male,1,0,Graduate,STEM,14,1,158,1
0.92,Female,1,0,Masters,STEM,3,1,100,1
0.89,Female,0,0,Phd,STEM,20,4,87,0
0.92,Female,0,0,Masters,STEM,5,2,22,0
0.92,Female,1,0,Graduate,STEM,13,4,52,1
0.802,Male,1,0,Graduate,STEM,6,1,21,0
